"","demvotesh","demelected","demmvlag","year","campaign_funding"
"647",79.74189,1,0.5519286,1970,1717.94027442276
"648",70.22564,1,0.3244566,1970,1307.92055550986
"649",60.13414,1,0.0794747,1970,2573.98119347097
"650",52.35166,1,0.0290732,1970,3472.41248079832
"651",41.87437,0,-0.0480999,1970,3637.53251055038
"652",65.98276,1,0.0728493,1970,2277.07599581575
"653",43.88226,0,-0.0232214,1970,5229.21501880262
"654",42.93925,0,-0.0969108,1970,3926.49083855517
"655",67.02508,1,0.125746,1970,3900.42830456402
"656",34.30673,0,-0.3526339,1970,1492.97265764111
"657",50.2632,0,-0.0116548,1970,2817.27835969859
"658",30.87085,0,-0.3445534,1970,1446.86566179281
"659",44.12351,0,-0.3478851,1970,5446.57755338241
"660",22.80112,0,-0.563158,1970,4397.37726425151
"661",35.60091,0,-0.999336,1970,1546.62703673888
"662",28.85369,0,-0.4238031,1970,2795.69113389489
"663",32.17467,0,-0.4473771,1970,3009.83425181729
"664",30.63363,0,-0.2758438,1970,1498.68171143551
"665",70.91686,1,0.1480111,1970,1722.22751382509
"666",33.4705,0,-0.3850151,1970,193.204950904166
"667",31.75274,0,-0.5069113,1970,451.831457615838
"668",42.32716,0,-0.3513232,1970,2616.10222113271
"669",38.28893,0,-0.2375081,1970,1988.33718894281
"670",56.4297,0,-0.1020997,1970,1289.08092015476
"671",29.43905,0,-0.4646184,1970,510.031672016577
"672",43.75983,0,-0.1911756,1970,591.58706606939
"673",34.48287,0,-0.298303,1970,1916.29791061331
"674",68.29291,1,0.2054369,1970,2271.4577845978
"675",58.44715,1,0.3930113,1970,5028.23614379713
"676",81.31419,1,0.4475756,1970,908.671852251005
"677",77.61537,1,0.4943901,1970,2205.05874915935
"678",71.54387,1,0.0942328,1970,629.894846695533
"679",39.87664,0,-0.0390272,1970,4807.02961112322
"680",46.67968,0,-0.4070117,1970,358.436863022275
"681",44.30172,0,-0.1863379,1970,3743.51862245208
"682",70.76917,1,0.0978105,1970,137.877265402245
"683",63.69337,1,0.0724414,1970,1150.19957836963
"684",73.12312,1,0.4728464,1970,2639.26160727506
"685",35.81961,0,-0.1064589,1970,2644.71264379459
"686",28.20024,0,-0.6120653,1970,2239.0506367211
"687",71.22908,1,0.2783846,1970,1883.87575235228
"688",73.68242,1,0.3970135,1970,4075.90943405817
"689",41.64698,0,-0.1786644,1970,2657.31676268294
"690",69.21508,1,0.4947413,1970,2264.60200495365
"691",68.21875,1,0.4004357,1970,1014.44272022694
"692",56.36246,1,0.2259574,1970,6749.97343861466
"693",59.41472,1,0.1960874,1970,861.209626042112
"694",66.88477,1,0.3815492,1970,2075.82123013212
"695",65.03078,1,0.0390557,1970,4643.09006321823
"696",40.79108,0,-0.1385624,1970,2204.75202145862
"697",39.70283,0,-0.2086177,1970,834.061381491392
"698",40.848,0,-0.2749024,1970,1525.30119896017
"699",32.81619,0,-0.3384829,1970,2577.13294520096
"700",96.62766,1,0.4145721,1970,1649.36425041647
"701",33.40644,0,-0.3594575,1970,1747.17504026001
"702",39.33341,0,-0.2520315,1970,1355.26718918752
"703",76.51212,1,0.4078233,1970,3269.42819501484
"704",66.85251,0,-0.7315103,1970,181.516168520014
"705",30.53247,0,-0.4134948,1970,1976.64357488297
"706",39.88334,0,-0.344172,1970,2240.79407867207
"707",37.70079,0,-0.2742203,1970,4949.5888257808
"708",44.04148,0,-0.1697316,1970,3643.91653557741
"709",76.97908,1,0.4189898,1970,1797.05007295676
"710",69.72559,1,0.2560824,1970,1888.94515727
"711",41.82485,0,-0.1605847,1970,690.737716960008
"712",42.07899,0,-0.2353234,1970,2694.5332245383
"713",67.92825,1,0.2333553,1970,1549.79168099983
"714",71.26384,1,0.2762173,1970,1632.35978130796
"715",69.70824,1,0.3092592,1970,3655.22333251145
"716",38.77252,0,-0.3523177,1970,2972.40707767157
"717",60.94638,1,0.2191341,1970,2383.00211396587
"718",66.12875,1,0.2248465,1970,725.399727581382
"719",46.37132,0,-0.1516564,1970,275.787922673803
"720",75.23702,1,0.3448335,1970,2480.42167574475
"721",65.9351,1,0.5290164,1970,1729.13895487395
"722",64.08678,1,0.1842266,1970,2221.32392885278
"723",55.9805,0,-0.1598557,1970,1877.40479442684
"724",52.25805,0,-0.1869255,1970,2545.37063259028
"725",32.12897,0,-0.7047487,1970,2477.87405413301
"726",25.74139,0,-0.6759533,1970,1260.07630951662
"727",45.55091,0,-0.1405323,1970,1765.39730697012
"728",82.61996,1,0.5173268,1970,2121.53796626979
"729",70.55296,1,0.0655179,1970,4027.4230690374
"730",81.68547,1,0.1871062,1970,1123.88205789784
"731",74.22308,1,0.3223107,1970,733.071861349429
"732",99.99699,1,0.9997169,1970,1597.70493248883
"733",37.14138,0,-0.2255954,1970,3424.82351434578
"734",39.40884,0,-0.1871399,1970,1121.33360948034
"735",59.71908,1,0.2284068,1970,4039.15194859976
"736",64.48848,1,0.2114073,1970,1179.26711285384
"737",99.96704,1,0.241688,1970,2690.34467781517
"738",99.93465,1,0.9306349,1970,3542.97867189022
"739",64.8855,1,0.1155033,1970,3447.89297683898
"740",82.69039,1,0.4703592,1970,3109.62361181852
"741",61.35094,1,0.2167619,1970,1097.80360925737
"742",55.64521,1,0.247088,1970,3167.07441408049
"743",51.2727,0,-0.3624005,1970,5449.97420239071
"744",46.61305,0,-0.232993,1970,4425.09551133747
"745",29.11371,0,-0.9988736,1970,2348.03544813812
"746",99.94685,1,0.4587485,1970,3940.84970899914
"747",38.28838,0,-0.0842575,1970,854.799788284862
"748",67.23521,1,0.2050672,1970,1867.05532507195
"749",61.0217,1,0.4301865,1970,3494.16131930637
"750",73.03236,1,0.2785861,1970,3156.12138308094
"751",25.40881,0,-0.9215631,1970,3035.64038633667
"752",38.23771,1,0.1124278,1970,1076.47550702732
"753",36.24997,0,-0.2988305,1970,2031.23536215177
"754",39.07487,0,-0.1977832,1970,1545.77272819181
"755",45.55463,0,-0.1963348,1970,4199.73362907861
"756",31.95623,0,-0.2369032,1970,1137.71139628465
"757",72.74381,1,0.1246257,1970,5176.77127341947
"758",59.14574,1,0.1352394,1970,1197.35618030896
"759",52.57755,0,-0.3361795,1970,3917.40268641359
"760",67.03075,1,0.1357432,1970,663.889124523448
"761",69.37145,1,0.1268409,1970,2080.92114473734
"762",66.5996,1,0.3154428,1970,2717.76262125589
"763",61.52796,1,0.0772955,1970,2593.15544077983
"764",63.48668,1,0.2308961,1970,1518.34624411002
"765",65.37349,1,0.2097173,1970,2366.64960491122
"766",67.39272,1,0.2845599,1970,2378.8955496599
"767",70.44218,1,0.3230399,1970,1055.68751140872
"768",60.92586,0,-0.0178748,1970,2878.45786838622
"769",68.48009,1,0.1975928,1970,2830.29597220055
"770",44.52509,0,-0.2736949,1970,729.406204416897
"771",80.31605,1,0.4524621,1970,3619.28903249221
"772",76.0014,1,0.3633637,1970,2553.11372845949
"773",30.77758,0,-0.2965302,1970,1664.01695273341
"774",67.60261,0,-0.2824427,1970,1911.39184113648
"775",43.97106,0,-0.3598199,1970,863.123583463121
"776",47.97089,0,-0.2621275,1970,2745.59630416707
"777",48.82834,0,-0.2947032,1970,1164.0672048969
"778",50.26138,0,-0.254742,1970,3021.07843373962
"779",17.81655,0,-0.3438002,1972,2918.6596373677
"780",41.47828,0,-0.357906,1972,5022.3646447641
"781",75.57239,1,0.7826408,1972,1667.03634209042
"782",69.56748,1,0.6947135,1972,1361.45583677211
"783",74.18585,1,0.5183036,1972,1773.0308969896
"784",35.58802,0,-0.2241715,1972,1689.31595095112
"785",56.23736,1,0.1022676,1972,3300.80130147175
"786",42.6781,0,-0.3698137,1972,3336.29543945166
"787",63.46779,1,0.3914687,1972,1249.24216800394
"788",36.97631,0,-0.2415695,1972,1271.15291567925
"789",NA,NA,NA,NA,NA
"790",22.7108,0,-0.3340031,1972,3182.11461117102
"791",34.22591,0,-0.2670042,1972,357.798936971273
"792",68.38462,1,0.5869189,1972,2638.33253455872
"793",69.90931,1,0.2498415,1972,2084.39501539296
"794",67.44012,1,0.3592482,1972,1993.68569871743
"795",81.84407,1,0.416111,1972,1749.02071201013
"796",47.92036,0,-0.0671915,1972,1584.36366313058
"797",55.8965,1,0.1602045,1972,1912.16301386732
"798",52.89531,1,0.3799303,1972,1002.65644174051
"799",72.27737,1,0.4060055,1972,2813.32609409678
"800",35.38017,0,-0.2526148,1972,153.919988980019
"801",60.50136,0,-0.5647543,1972,3016.90930222071
"802",43.05972,0,-0.2970374,1972,3227.330438221
"803",26.06419,0,-0.1814614,1972,5732.27347293498
"804",77.5666,1,0.4909857,1972,1515.60444805619
"805",79.12599,1,0.3580707,1972,1718.9332360976
"806",35.93462,1,0.2673024,1972,200.289178106525
"807",33.63557,0,-0.2764859,1972,1799.70833184713
"808",67.22315,1,0.4078549,1972,4214.89157263203
"809",42.61861,0,-0.3939253,1972,2960.10724809527
"810",82.92692,1,0.8905581,1972,1105.65588400616
"811",67.6204,1,0.1992047,1972,3531.35403557432
"812",38.57123,0,-0.2667938,1972,3715.26015603005
"813",29.85934,0,-0.3266186,1972,3300.87912503241
"814",31.93139,0,-0.2821209,1972,2466.05814114234
"815",68.65265,1,0.4546716,1972,2946.01744812089
"816",42.56542,0,-0.3622048,1972,4280.74401771011
"817",37.51257,0,-0.433532,1972,3705.46160258041
"818",62.74139,1,0.2518082,1972,1893.50492984748
"819",68.38819,1,0.383083,1972,4830.48604218618
"820",52.31687,1,0.4635199,1972,1746.56548258241
"821",31.94642,0,-0.4498906,1972,956.415633443292
"822",24.98203,0,-0.4434311,1972,2368.38718270143
"823",67.14451,1,0.1044441,1972,4912.6913319453
"824",74.79208,0,-0.3677789,1972,1536.75320164826
"825",43.4824,0,-0.4731595,1972,4016.51968970394
"826",73.21307,1,0.4758191,1972,7862.88266912432
"827",55.90215,0,-0.0102195,1972,3916.42049262099
"828",NA,NA,NA,NA,NA
"829",NA,NA,NA,NA,NA
"830",NA,NA,NA,NA,NA
"831",NA,NA,NA,NA,NA
"832",NA,NA,NA,NA,NA
"833",51.56181,0,-0.0620588,1972,2452.69215816987
"834",33.41134,0,-0.2678721,1972,1187.59352432086
"835",66.33738,1,0.3032651,1972,3900.2281633237
"836",48.96774,1,0.1016884,1972,1469.80660058647
"837",NA,NA,NA,NA,NA
"838",56.9052,1,0.0064234,1972,1472.51984179365
"839",34.05843,0,-0.0651249,1972,2029.0219368758
"840",53.26791,1,0.1222902,1972,3669.25619652841
"841",36.90939,0,-0.1397187,1972,458.126658843681
"842",48.81448,1,0.1046518,1972,2022.84510674548
"843",60.18912,1,0.0213977,1972,1526.16028025007
"844",36.85173,0,-0.0916707,1972,1132.55940230961
"845",55.91567,1,0.1554541,1972,2573.02636475835
"846",55.50629,0,-0.5158883,1972,978.554966683536
"847",24.03271,1,0.4453449,1972,3368.8664944701
"848",67.95911,1,0.0671894,1972,2498.09186780647
"849",57.84087,0,-0.3432124,1972,2148.5768945806
"850",37.98692,0,-0.082144,1972,2895.0958737516
"851",37.17239,1,0.4342814,1972,1911.04540141591
"852",NA,NA,NA,NA,NA
"853",NA,NA,NA,NA,NA
"854",NA,NA,NA,NA,NA
"855",99.98009,1,0.9990971,1972,2084.07051310388
"856",99.99697,1,0.8354953,1972,1072.42808523807
"857",24.0871,0,-0.30312,1972,4639.29802299248
"858",52.83897,0,-0.147094,1972,935.546269925099
"859",99.9561,1,0.999827,1972,1192.16225445317
"860",58.27,1,0.4500737,1972,2134.16142748344
"861",62.38011,1,0.9999619,1972,1163.19163151617
"862",99.98886,1,0.4343487,1972,3914.0109943494
"863",99.99854,1,0.9998651,1972,318.123173551344
"864",54.70051,1,0.4578366,1972,3360.02805442981
"865",44.4046,0,-0.1633823,1972,1123.34491064429
"866",27.04922,0,-0.3419389,1972,4862.67825844371
"867",91.393,1,0.8192493,1972,1849.43270491158
"868",75.02115,1,0.4944668,1972,3211.31359302732
"869",37.74685,1,0.3787937,1972,3918.96897373735
"870",29.4603,0,-0.3600333,1972,2240.32117646554
"871",72.8204,1,0.3766371,1972,5137.94464591704
"872",38.82143,1,0.1230564,1972,1414.94795976013
"873",82.78416,1,0.7452301,1972,1939.43012022553
"874",74.02341,1,0.4772308,1972,820.084032877751
"875",68.3271,1,0.5154653,1972,382.564830901817
"876",48.40015,0,-0.2447738,1972,4913.65762060181
"877",53.34037,1,0.4388776,1972,1413.67827090164
"878",25.75485,0,-0.2418517,1972,803.134813969227
"879",38.52371,0,-0.1594377,1972,3016.07808620816
"880",27.21331,0,-0.3106265,1972,1270.71022108118
"881",42.75587,0,-0.3776729,1972,362.194772161206
"882",28.09292,0,-0.3353533,1972,2978.1158215652
"883",44.3664,0,-0.2450605,1972,2954.61422003456
"884",35.17801,0,-0.3211953,1972,1871.59439043609
"885",31.24363,0,-0.3508733,1972,3091.3716040114
"886",45.21907,1,0.2496561,1972,1397.35132704945
"887",56.53679,0,-0.1798995,1972,1794.64274029204
"888",75.05859,1,0.0793038,1972,1302.05703139098
"889",93.65288,1,0.4844458,1972,1761.83025178477
"890",56.88611,1,0.3127361,1972,3290.46616683597
"891",45.32706,0,-0.0076629,1972,1065.60684436138
"892",55.23267,1,0.1507802,1972,1417.14843234628
"893",51.49754,1,0.0374818,1972,1159.5650900321
"894",35.87056,0,-0.1199111,1972,3836.26476276559
"895",35.17958,0,-0.2135553,1972,4425.30705729354
"896",38.37756,0,-0.1416619,1972,1674.42261721398
"897",36.63035,0,-0.0518477,1972,3680.80030900417
"898",62.91463,1,0.2499059,1972,4229.7285848112
"899",42.75223,0,-0.016019,1972,1695.95270286225
"900",48.77029,1,0.1662784,1972,5546.30814488893
"901",53.38055,0,-0.0063253,1972,1773.41955471467
"902",59.17779,1,0.2095034,1972,3159.42716480439
"903",44.31812,0,-0.179651,1972,3706.25560426899
"904",59.56227,0,-0.0921896,1972,1070.10735625748
"905",44.74346,1,0.3203959,1972,1411.30871537811
"906",47.53376,0,-0.1395238,1972,594.406881452977
"907",21.56177,0,-0.1362886,1972,3439.93795588573
"908",60.60966,1,0.0739019,1972,1543.5391524704
"909",25.39181,0,-0.0728793,1972,3253.58744673029
"910",24.83016,0,-0.2828999,1972,824.673859234882
"911",27.6496,1,0.3402155,1972,1670.03397892571
"912",62.1532,1,0.0020434,1972,4417.1722537183
"913",26.18049,0,-0.331831,1972,2335.1975055844
"914",26.45374,0,-0.6088696,1972,1457.50650685283
"915",52.39251,1,0.2979954,1972,1858.19636358724
"916",61.93592,1,0.505407,1972,3878.1071427954
"917",59.36256,1,0.1832368,1972,4931.01437617693
"918",45.61318,1,0.2841864,1972,686.455988553848
"919",29.50965,0,-0.5190006,1972,1984.16823420769
"920",65.79681,1,0.3692828,1972,2828.49118708393
"921",40.61908,1,0.4009461,1972,2152.06129693878
"922",37.08035,0,-0.2282345,1972,371.9671946408
"923",64.80711,1,0.0321986,1972,4446.38584638502
"924",80.04683,1,0.1731225,1972,1111.40040431441
"925",36.09743,0,-0.2676802,1972,3194.45098029393
"926",99.99346,1,0.9996769,1972,4616.1660271727
"927",99.91328,1,0.0198292,1972,5682.47285468525
"928",48.75809,1,0.086603,1972,4946.20438945025
"929",44.71904,0,-0.2659592,1972,4404.12439351213
"930",64.05827,1,0.2338755,1972,5225.61569169153
"931",67.74487,1,0.3465919,1972,1395.24361619865
"932",88.66306,1,0.999911,1972,4783.88688433315
"933",41.11937,1,0.3868075,1972,3709.33064887659
"934",50.23793,0,-0.0076351,1972,3361.40043086467
"935",88.39189,1,0.7691411,1972,4009.31919791027
"936",43.25582,0,-0.2505378,1972,1645.67185259876
"937",39.85974,0,-0.1253113,1972,3664.0802157857
"938",32.74802,0,-0.2379955,1972,2979.72540608341
"939",37.66619,0,-0.2286647,1972,2787.71629486479
"940",49.36306,0,-0.2050862,1972,1000.39263426383
"941",29.89073,0,-0.4000227,1972,1248.06125181417
"942",39.39499,0,-0.3171017,1972,1964.35313119776
"943",29.50256,0,-0.2930516,1972,3924.93877005382
"944",31.54864,0,-0.1826838,1972,4629.47031300499
"945",29.82174,0,-0.2323752,1972,1026.02499534865
"946",50.81821,1,0.5320562,1972,518.17168180673
"947",85.63479,1,0.7230217,1972,1257.33681939303
"948",54.86285,1,0.4009641,1972,2197.7979340201
"949",65.78594,1,0.5989174,1972,2462.17959196094
"950",68.05566,1,0.582755,1972,2504.2581147868
"951",66.43808,1,0.5933541,1972,4953.51911315235
"952",47.37783,0,-0.2920805,1972,823.073887216301
"953",28.64514,0,-0.1845125,1972,4269.32772196848
"954",29.28881,0,-0.3857119,1972,1043.67683306085
"955",42.90188,0,-0.2664056,1972,1873.67297682779
"956",31.32141,0,-0.0126905,1972,1067.47586912914
"957",72.37463,1,0.4836755,1972,1736.58294345762
"958",65.8421,1,0.1477635,1972,2976.31387699886
"959",48.97947,0,-0.0452147,1972,805.851007595044
"960",59.04903,1,0.0823731,1972,1694.72948766791
"961",75.9244,1,0.5097177,1972,3610.69312187281
"962",61.94068,1,0.7292786,1972,3629.60195646391
"963",44.16417,1,0.8077843,1972,1938.1537591688
"964",63.95551,1,0.8105361,1972,4593.81881626535
"965",63.50674,1,0.1653734,1972,4013.25222101779
"966",69.34091,1,0.4952289,1972,4762.29791463245
"967",57.40687,1,0.2020817,1972,5037.45285381086
"968",62.77149,1,0.2357452,1972,3977.69055843923
"969",54.57138,1,0.0770449,1972,2556.73102489078
"970",62.13895,1,0.2926989,1972,3493.79623900872
"971",66.51466,1,0.2675497,1972,1271.07345215952
"972",64.27527,1,0.1195961,1972,5952.94504169761
"973",46.26017,0,-0.009509,1972,1522.99661696832
"974",76.05172,1,0.2817768,1972,3845.54980167871
"975",35.74323,0,-0.2744058,1972,2521.0125988714
"976",36.06504,0,-0.0375855,1972,3473.10481781314
"977",30.40157,0,-0.1906332,1972,1374.00730078024
"978",47.84885,1,0.6491358,1972,1906.08448004838
"979",27.08426,0,-0.3482744,1972,3852.95740534546
"980",32.38399,0,-0.3925533,1972,303.567153053769
"981",47.03214,0,-0.2278488,1972,2120.35778918701
"982",34.26384,0,-0.0335881,1972,1275.84242844972
"983",52.95853,1,0.1210065,1972,1553.44608980777
"984",58.02903,1,0.1695811,1972,1060.98632305743
"985",38.01427,0,-0.346054,1972,2168.63630510918
"986",36.1308,0,-0.0956744,1972,774.151225184599
"987",39.93403,0,-0.1715845,1972,2578.97508816082
"988",63.08762,1,0.2197584,1972,3159.156880922
"989",55.78562,1,0.1397679,1972,2738.01821799764
"990",79.74834,1,0.3995841,1972,2581.42063358161
"991",57.52073,1,0.3691123,1972,3154.93012499765
"992",36.1658,0,-0.323974,1972,2448.88142415843
"993",42.89848,1,0.4557879,1972,2399.70067289121
"994",61.2302,1,0.4278816,1972,4384.61255707417
"995",52.33398,1,0.2211156,1972,1805.15062917846
"996",44.3119,0,-0.1678938,1972,3943.03728182785
"997",72.15262,1,0.0271202,1972,4727.2231935903
"998",52.51019,1,0.0443844,1972,5655.3369214092
"999",32.74774,0,-0.3228303,1972,994.887792268298
"1000",37.62503,1,0.162607,1972,3041.20849491445
"1001",35.95412,0,-0.2198647,1972,3933.19983251394
"1002",31.70758,0,-0.0494062,1972,2633.66609381629
"1003",51.54756,0,-0.7727674,1972,1479.12903941915
"1004",75.01146,1,0.8150171,1972,4312.29777870731
"1005",64.70354,1,0.2566545,1972,3560.26135312677
"1006",93.41323,1,0.8377236,1972,1739.93830787463
"1007",93.94143,1,0.4594171,1972,1893.30255226713
"1008",63.88336,1,0.5713531,1972,2328.88275876626
"1009",87.9447,1,0.6667705,1972,3655.57012626162
"1010",65.1688,1,0.6155498,1972,2881.94292119542
"1011",53.88814,1,0.2857842,1972,3083.20636785079
"1012",52.17065,1,0.4182344,1972,3031.41269279299
"1013",65.57758,1,0.0646339,1972,2591.3893173708
"1014",60.27021,1,0.3005873,1972,3918.44320714142
"1015",69.93919,1,0.7352228,1972,1797.12282918514
"1016",96.00806,1,0.0944753,1972,3095.55472253448
"1017",55.74102,1,0.6435735,1972,2949.86141495594
"1018",86.89903,1,0.6742843,1972,3023.96798086665
"1019",76.47926,1,0.4317142,1972,703.377576027453
"1020",49.64609,1,0.6052288,1972,1983.0471026064
"1021",52.21497,1,0.449221,1972,1823.08106235271
"1022",26.92869,0,-0.0550525,1972,7201.51161815815
"1023",39.33643,0,-0.5071163,1972,1804.11171555856
"1024",29.79852,1,0.0441684,1972,1433.56261699624
"1025",79.99149,0,-0.4605353,1972,1956.63006196187
"1026",30.13815,1,0.3241585,1972,4893.38006631798
"1027",33.98524,0,-0.1412894,1972,2070.24577037632
"1028",39.08116,0,-0.4475882,1972,1960.98238988203
"1029",57.18969,0,-0.3153484,1972,3045.77026769977
"1030",28.64217,0,-0.3306287,1972,3278.27025857677
"1031",23.48904,0,-0.1898578,1972,1341.81932129129
"1032",28.42574,1,0.038059,1972,1255.84725987857
"1033",42.68378,0,-0.4825658,1972,4365.26699620682
"1034",72.21123,0,-0.3646975,1972,4595.6305024605
"1035",26.83965,0,-0.4285865,1972,4666.08674063492
"1036",28.08039,0,-0.0321383,1972,864.883834199311
"1037",68.83317,1,0.4289807,1972,4301.45473702442
"1038",50.37919,1,0.0470332,1972,2095.08574018086
"1039",35.16606,0,-0.1625127,1972,2347.46514105385
"1040",93.90666,1,0.3729057,1972,1443.2287980529
"1041",60.40638,1,0.4401803,1972,3127.66754624227
"1042",39.77601,0,-0.122355,1972,802.420633763007
"1043",41.14278,0,-0.3327387,1972,979.460011845902
"1044",27.45455,0,-0.141215,1972,1928.56972057533
"1045",59.58922,1,0.3405016,1972,3776.69843399818
"1046",27.1099,0,-0.3138654,1972,2769.11971617443
"1047",29.7423,0,-0.382583,1972,3161.92934395304
"1048",37.23616,0,-0.1175297,1972,2160.02108445243
"1049",23.83688,0,-0.5137438,1972,479.011041212267
"1050",37.30295,0,-0.2879819,1972,1853.2246204768
"1051",27.25389,0,-0.4229262,1972,2520.72666019999
"1052",69.10121,1,0.4183373,1972,7669.01187881762
"1053",26.79026,0,-0.33059,1972,2030.93215689661
"1054",31.83204,0,-0.3649453,1972,1557.70918228973
"1055",43.88807,0,-0.1534568,1972,798.320031791873
"1056",31.85079,0,-0.2342215,1972,2249.3009780762
"1057",74.39386,1,0.128594,1972,5854.99703972409
"1058",31.44395,0,-0.411219,1972,1533.53931342057
"1059",42.67065,0,-0.1248035,1972,1953.51357126079
"1060",38.69418,0,-0.2770618,1972,1855.26877544665
"1061",70.21748,1,0.3658581,1972,1125.06545302854
"1062",63.97364,1,0.1689429,1972,1528.49612574647
"1063",84.25718,1,0.6262839,1972,2084.79597131374
"1064",81.07799,1,0.5523074,1972,353.127651226725
"1065",66.19695,1,0.4308775,1972,2587.30473719843
"1066",48.90444,0,-0.2024672,1972,1124.64588061863
"1067",54.46956,0,-0.1139655,1972,1205.17723955628
"1068",71.14429,1,0.4153833,1972,1791.76599569511
"1069",71.27818,1,0.2882905,1972,2521.00418456156
"1070",60.39629,1,0.4624624,1972,4266.13134797296
"1071",27.30781,0,-0.2836078,1972,2395.61065901462
"1072",31.42818,0,-0.4359074,1972,3541.45929877478
"1073",99.89314,1,0.4256612,1972,1663.70231922745
"1074",62.40145,1,0.4741688,1972,2405.85108250581
"1075",37.41842,0,-0.1669706,1972,559.622366505439
"1076",66.10997,1,0.3902014,1972,3958.15936663777
"1077",70.1472,1,0.364375,1972,4109.42260903874
"1078",63.33216,1,0.1272491,1972,662.480849394646
"1079",55.86107,1,0.1882944,1972,5074.82398850254
"1080",35.34248,1,0.3437377,1972,3901.97648159013
"1081",64.48319,1,0.3240043,1972,4076.47635982497
"1082",39.35608,0,-0.1841784,1972,3173.49059423987
"1083",35.61744,0,-0.1664596,1972,1403.70907610658
"1084",38.22945,0,-0.18304,1972,358.766719976803
"1085",26.40597,0,-0.326276,1972,1619.18098982799
"1086",68.26173,1,0.9325531,1972,3435.65215510061
"1087",31.85049,0,-0.3060236,1972,2917.85442641897
"1088",33.39176,0,-0.1900212,1972,5124.40865957446
"1089",59.33697,1,0.5374916,1972,2497.80600956944
"1090",60.75198,1,0.3520683,1972,523.482020558734
"1091",26.5228,0,-0.3595332,1972,1742.05502868316
"1092",26.5487,0,-0.1803796,1972,1531.7569694566
"1093",27.17209,0,-0.2249876,1972,1085.59221832379
"1094",41.21978,0,-0.0987782,1972,1025.02620939622
"1095",61.49903,1,0.5653285,1972,3341.45881354756
"1096",62.01378,1,0.3945119,1972,2449.51427679369
"1097",60.81816,0,-0.163503,1972,1808.21142019162
"1098",43.51672,0,-0.1584202,1972,3530.82740433653
"1099",68.785,1,0.358565,1972,4471.79660290579
"1100",55.8242,1,0.4252768,1972,4204.60434256817
"1101",62.3502,1,0.2353643,1972,3227.00487820308
"1102",63.13735,1,0.3253894,1972,4642.63602376094
"1103",75.23802,1,0.5047405,1972,1064.10763591517
"1104",60.88301,1,0.3290725,1972,5096.72901592485
"1105",45.63106,1,0.2922835,1972,2890.98382188281
"1106",60.52772,1,0.1196099,1972,2775.24622242267
"1107",45.12593,1,0.045161,1972,400.155026057678
"1108",20.58335,0,-0.3574206,1972,4104.54722275726
"1109",41.84549,0,-0.0572074,1972,6423.26858382468
"1110",81.09578,1,0.6524279,1972,2575.06223329101
"1111",62.59367,1,0.4110593,1972,3089.32801336382
"1112",43.11186,1,0.6337094,1972,4000.05837325161
"1113",70.47031,1,0.4844617,1972,4364.70084424563
"1114",44.10751,1,0.9999399,1972,841.832333573896
"1115",73.81293,1,0.5102363,1972,3468.18380078208
"1116",26.66078,0,-0.2118136,1972,1558.64819030829
"1117",70.23388,1,0.9999144,1972,1175.39811405777
"1118",44.30214,1,0.194434,1972,2619.81948032171
"1119",72.60059,1,0.9992169,1972,1092.29357416388
"1120",17.73769,0,-0.2961507,1972,1838.8627300546
"1121",66.21809,1,0.2898147,1972,1725.49698921757
"1122",91.17191,1,0.9993409,1972,2869.59409446925
"1123",45.16604,1,0.2978153,1972,3337.42621973687
"1124",80.58393,0,-0.9985073,1972,2840.52175578046
"1125",56.79086,1,0.2271157,1972,1059.29654316942
"1126",70.17352,1,0.1129042,1972,3467.75946595164
"1127",NA,NA,NA,NA,NA
"1128",55.38179,1,0.0334484,1972,903.069377287365
"1129",54.50591,0,-0.0565197,1972,1250.21349466241
"1130",34.9743,0,-0.3893037,1972,1163.96263109315
"1131",78.08587,1,0.9989371,1972,1719.83927169487
"1132",26.55095,0,-0.2342185,1972,2189.70163994137
"1133",99.84807,1,0.3481615,1972,2990.78462316305
"1134",37.47247,1,0.3295963,1972,3976.02939794355
"1135",99.94392,1,0.4606741,1972,2881.60990865204
"1136",39.17762,0,-0.4917521,1972,1885.85990068676
"1137",33.80498,0,-0.2351522,1972,3044.48080049699
"1138",37.79896,0,-0.2749261,1972,1772.1065706263
"1139",26.37943,0,-0.2184801,1972,947.370212968416
"1140",43.74173,0,-0.0889073,1972,4081.83323039762
"1141",49.05979,0,-0.3241313,1972,3057.2480703561
"1142",60.44791,1,0.4548762,1972,3209.68472668769
"1143",66.27223,1,0.1829147,1972,1641.08247379489
"1144",52.07599,1,0.051551,1972,2035.75680085538
"1145",81.25317,1,0.3406149,1972,3785.37074001598
"1146",72.09109,1,0.3957579,1972,1585.19080158459
"1147",85.38436,1,0.3479398,1972,3049.3095583865
